init_mode,init_mode_effective,init_warning,SNR_dB,T,ris_shape,pipeline,num_rows,num_failed,failure_rate,Y_NMSE_mean,Y_NMSE_std,Y_NMSE_median,position_error_mean,position_error_std,position_error_median,position_error_p90,position_error_p95,range_RMSE_mean,range_RMSE_std,range_RMSE_median,delay_RMSE_mean,delay_RMSE_std,delay_RMSE_median,delay_geometry_consistency_RMSE_mean,delay_geometry_consistency_RMSE_std,delay_geometry_consistency_RMSE_median,compressed_ris_manifold_residual_mean,compressed_ris_manifold_residual_std,compressed_ris_manifold_residual_median,evs_maxwell_consistency_residual_mean,evs_maxwell_consistency_residual_std,evs_maxwell_consistency_residual_median,common_delay_pole_consistency_mean,common_delay_pole_consistency_std,common_delay_pole_consistency_median,success_pos_10cm_rate,success_pos_20cm_rate,success_pos_50cm_rate,success_nmse_1e3_rate,success_nmse_1e2_rate,vp_convergence_rate,vp_worsened_noisy_rate,vp_worsened_true_nmse_rate,fail_convergence_rate,fail_position_50cm_rate,fail_position_1m_rate,fail_nmse_1e2_rate,fail_noisy_objective_increase_rate,stage2_worsened_noisy_z_rate,stage2_worsened_true_z_nmse_rate,improvement_rate_position,improvement_rate_Y_NMSE,VP_success_gain_20cm,VP_success_gain_50cm
weak,weak,,-10.0,32,8x8,Stage-I + Stage-II,50,0,0.0,0.27626465646872966,0.374397914005557,0.05777590524942536,1.5311484075416026,0.9175203772816143,1.3615531461242965,2.2391063736545656,3.078030617126312,1.5370047883095237,0.35561405245678035,1.6080548042152392,3.302142555914705e-09,5.637959243565275e-09,3.9466917040859493e-10,3.997487931282795e-09,3.57980005646292e-09,3.990963526776075e-09,0.15796154932677323,0.3187593743481831,1.2263580533106743e-23,9.9999968262254e-21,1.3345820668752944e-26,9.999998374885253e-21,1.0367857929348869e-16,4.179622161481566e-17,1.0864125050616666e-16,0.0,0.0,0.04,0.0,0.1,,,,,,,,,0.0,0.38,0.4,0.42,-0.08000000000000002,-0.14
weak,weak,,-10.0,32,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.33656264639957156,0.45834866177862,0.007010206022352639,0.689038315728946,0.7475998710791841,0.4077854404374637,1.7843166380906181,2.1353353720834933,0.3672032733631935,0.5401625796259174,0.027715440433490564,1.255106331006926e-09,1.8970171902753935e-09,4.7956662501909744e-11,1.667886728467061e-24,7.856144761283626e-25,1.849632079338486e-24,1.7129748723046261e-06,7.360152221477668e-06,1.1261357101981482e-23,1.0000002913625002e-20,1.6634018182781612e-26,1.0000002106922955e-20,8.295746302874363e-17,5.366679170459636e-17,7.850462293418876e-17,0.3,0.42,0.54,0.0,0.6,1.0,0.0,0.1,0.0,0.46,0.28,0.4,0.0,0.0,0.38,0.4,0.42,-0.08000000000000002,-0.14
weak,weak,,-10.0,32,8x8,Stage-I + VP,50,0,0.0,0.2538541764338118,0.40710883971358675,0.0070102013698788365,0.4947088786224908,0.5892121814811617,0.18963451255318142,1.6015196388850939,1.704313691522818,0.2279728514621099,0.41248195107652785,0.027711339693452887,8.647100745016637e-10,1.5975382763855595e-09,4.0613737794021295e-11,1.7610425973648786e-24,7.229569044460265e-25,1.849632079338486e-24,1.7476682937121733e-07,1.196110905944366e-06,1.0890616848396584e-23,9.999998248544093e-21,1.4600177754167346e-26,9.99999814521455e-21,8.522253331882768e-17,4.3769836136236464e-17,8.326672684688674e-17,0.42,0.5,0.68,0.0,0.6,0.98,0.0,0.02,0.02,0.32,0.2,0.4,0.0,,,0.4,0.42,-0.08000000000000002,-0.14
weak,weak,,-10.0,32,8x8,Stage-I only,50,0,0.0,0.31010067295337074,0.39694479383494874,0.07274058819613868,1.3823844472773397,0.4115210433042669,1.3595351133410385,1.8956020076140705,2.04256196993808,1.6851641823538221,0.24241596468207113,1.698571727898719,3.684818715319965e-09,5.41843868445358e-09,9.61568753691251e-10,3.6828157465031806e-09,3.4039341187164978e-09,2.7610823604071556e-09,1.0916906764222542e-23,2.5561177947511536e-24,1.0841872093230573e-23,1.0000002159758332e-20,1.8280718862952876e-26,1.0000003986119921e-20,9.792484903794667e-17,4.5381915567972824e-17,1.0170235660225943e-16,0.0,0.0,0.0,0.0,0.08,,,,,,,,,,,0.4,0.42,-0.08000000000000002,-0.14
weak,weak,,-10.0,64,16x16,Stage-I + Stage-II,50,0,0.0,0.05684300851073635,0.1829966489159513,0.009667288368203427,1.0259253543456537,0.3736949959576022,0.9986096344403661,1.466411319536627,1.6336906043725767,1.3924014655558787,0.35385898438772373,1.3707422981831923,1.6215737879219734e-09,4.2637899402489875e-09,9.501086315028182e-11,3.2244604320660936e-09,2.1714330821017293e-09,2.8832127453084794e-09,0.03891302719939818,0.19257178806428915,2.574523539845174e-24,1.0000002510009732e-20,1.321567277710777e-26,1.0000001396348131e-20,1.0082553044641697e-16,4.3120072521514164e-17,1.0626019854981767e-16,0.0,0.0,0.08,0.0,0.5,,,,,,,,,0.0,0.5,0.48,0.52,0.0,0.0
weak,weak,,-10.0,64,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.32762500945373235,0.4316785269399455,0.004891953472498264,0.46112622600402176,0.4991973513021808,0.10499850516063897,1.266619528432371,1.3532271519737848,0.24381889853474964,0.3576829701627083,0.014957806625573326,7.308277525547609e-10,1.0978113177918933e-09,2.6306102013970004e-11,1.584447417104027e-24,7.793583087642507e-25,1.667235825699497e-24,2.626016773560223e-24,5.130572312955994e-25,2.5592129751357552e-24,1.000000045092217e-20,1.711411735695593e-26,1.0000001142054352e-20,9.654847301276794e-17,5.136054896677099e-17,1.1102230246251565e-16,0.5,0.52,0.54,0.0,0.6,1.0,0.0,0.0,0.0,0.46,0.16,0.4,0.0,0.0,0.5,0.48,0.52,0.0,0.0
weak,weak,,-10.0,64,16x16,Stage-I + VP,50,0,0.0,0.32792611324862014,0.4292733913329709,0.004362093618723749,0.46858590125477273,0.5063265967352444,0.10499265948719211,1.2235957825986232,1.316794348055681,0.27450125033442274,0.3678073320513097,0.016395189755516015,7.853802607977475e-10,1.1665033024993581e-09,2.8793184328216844e-11,1.6389207175501386e-24,8.694419932607046e-25,1.8082453211326328e-24,2.6005746547917804e-24,5.14164581335338e-25,2.4982159255832224e-24,9.999995565937936e-21,1.8043948700607938e-26,9.999997689322206e-21,8.969225391840062e-17,4.963963847110506e-17,9.823290965030581e-17,0.5,0.52,0.54,0.02,0.6,1.0,0.0,0.0,0.0,0.46,0.18,0.4,0.0,,,0.48,0.52,0.0,0.0
weak,weak,,-10.0,64,16x16,Stage-I only,50,0,0.0,0.06346583718890059,0.18731754562067224,0.013216557879151526,0.9998355266250819,0.3823678338410054,0.9950091815918314,1.572313186702431,1.654714295268959,1.3270591781591714,0.4025739229108688,1.3488429246621005,1.7425416139989817e-09,4.190331582800987e-09,1.3036185715036658e-10,2.975724193828995e-09,1.9948825024413355e-09,2.921207791886542e-09,2.661196349229279e-24,4.6376518627739e-25,2.520288908945091e-24,9.999998813219094e-21,1.758506443256774e-26,9.999999854369806e-21,1.0654023229590725e-16,4.210138567606376e-17,1.1102230246251565e-16,0.0,0.0,0.1,0.0,0.4,,,,,,,,,,,0.48,0.52,0.0,0.0
weak,weak,,-10.0,64,32x32,Stage-I + Stage-II,50,0,0.0,0.18114820623927533,0.2795257916013566,0.021545818338973115,0.8153230947329151,0.5311332472409076,0.7324227423427931,1.6553690132364256,1.8149716470249095,0.8309290283505433,0.4480408196498413,0.8303858209963488,6.11326336298189e-10,2.130226867799692e-09,1.1870966832813602e-10,1.9353472138246963e-09,1.5969793132617907e-09,1.675961984067679e-09,0.018789241014890434,0.13285999734977436,2.4330858864882566e-24,1.0000000104510185e-20,1.2771040184533316e-26,9.999999436340054e-21,1.0519749305513352e-16,4.187178407108729e-17,1.0626019854981767e-16,0.02,0.12,0.34,0.0,0.32,,,,,,,,,0.0,0.7,0.4,0.56,-0.03999999999999998,-0.019999999999999962
weak,weak,,-10.0,64,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.4512519883341155,0.4305921316383624,0.5071703703317223,0.5341148765215061,0.4888970464833087,0.5252071979406037,1.2669978698191413,1.29866024271838,0.27421078824113115,0.2949938396104463,0.288547026309286,7.791838919229098e-10,9.74716453687813e-10,4.180121506758403e-10,1.669567352906694e-24,9.35361751018756e-25,1.7360675407182024e-24,5.991684849264238e-11,4.2367609876472665e-10,2.303070179559235e-24,9.999996588290625e-21,1.6998325833968923e-26,9.999997142168932e-21,8.831916982616731e-17,4.711703214703969e-17,8.326672684688674e-17,0.38,0.38,0.46,0.02,0.44,1.0,0.0,0.04,0.0,0.54,0.18,0.56,0.0,0.0,0.7,0.4,0.56,-0.03999999999999998,-0.019999999999999962
weak,weak,,-10.0,64,32x32,Stage-I + VP,50,0,0.0,0.4911794362075826,0.43993633202215976,0.6393999511731331,0.5324282796824282,0.5189645425604632,0.5160160058480291,1.2028242188702445,1.4503142131745421,0.3185374660588376,0.32433351624659384,0.29950890060552404,8.185506238943654e-10,9.871402603743725e-10,4.407375946552461e-10,1.8693542594550257e-24,7.051989346352198e-25,1.849632079338486e-24,5.987627405298052e-11,4.2338919415044855e-10,2.50788455593536e-24,1.0000001975288815e-20,1.6486753640650944e-26,9.99999952578674e-21,9.277313527826647e-17,3.9645480560386025e-17,8.332088411909764e-17,0.42,0.42,0.48,0.04,0.42,1.0,0.0,0.06,0.0,0.52,0.24,0.58,0.0,,,0.4,0.56,-0.03999999999999998,-0.019999999999999962
weak,weak,,-10.0,64,32x32,Stage-I only,50,0,0.0,0.20419807093132503,0.2816406830369235,0.0344691509038719,0.8264727405592224,0.5328234939215253,0.7659974871168991,1.619957771144802,1.880958817681797,0.8531583816272363,0.41485052562666913,1.01273021129919,6.977681726588041e-10,2.1550891331187297e-09,1.369233073343906e-10,1.9470872305910545e-09,1.3748430248279319e-09,1.92677745928666e-09,2.4485184840093033e-24,4.083902581182651e-25,2.431976756887885e-24,1.0000001768530536e-20,1.421514181809854e-26,1.0000002466692259e-20,1.01339372191274e-16,4.3279316169684177e-17,1.1102230246251565e-16,0.04,0.1,0.34,0.0,0.2,,,,,,,,,,,0.4,0.56,-0.03999999999999998,-0.019999999999999962
weak,weak,,-10.0,64,8x8,Stage-I + Stage-II,50,0,0.0,0.2259524045573266,0.3824573881168032,0.015294892876406441,1.4367975935082717,0.7112910458624832,1.2414599761446286,2.2262173259808913,2.908284265742154,1.623870192835088,0.2762835198734039,1.6080548042152392,2.02084757006314e-09,4.6222161592103635e-09,1.5435617783086995e-10,3.99869407441542e-09,3.9562733976889346e-09,3.001382169281084e-09,0.16588596257129676,0.35018852897890923,2.623067118631725e-24,1.0000001857062314e-20,1.543515633011431e-26,1.000000225755358e-20,1.0326725659259514e-16,5.0605899405056583e-17,1.0864125050616666e-16,0.0,0.0,0.02,0.0,0.32,,,,,,,,,0.0,0.38,0.46,0.56,0.0,0.0
weak,weak,,-10.0,64,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.1810333267256027,0.38345465137088786,0.003307706185046392,0.4736432027928705,0.7110536009807533,0.13650612555199332,1.7826657986675176,2.067704374618773,0.23703614398150247,0.475308777846996,0.01553270617009584,8.290876943656141e-10,1.801760181801562e-09,2.4410870220820415e-11,1.6508852534684651e-24,8.038914049307733e-25,1.7668585629267794e-24,1.1618523341079301e-06,6.841053414323191e-06,2.5467637562185148e-24,1.0000002885934557e-20,1.302605408027271e-26,1.0000001620975237e-20,1.0580610940255567e-16,5.1680304720409665e-17,9.80395639983142e-17,0.4,0.68,0.74,0.0,0.82,1.0,0.0,0.02,0.0,0.26,0.18,0.18,0.0,0.0,0.38,0.46,0.56,0.0,0.0
weak,weak,,-10.0,64,8x8,Stage-I + VP,50,0,0.0,0.15175259505147212,0.34435093802575534,0.0033051181167287197,0.3868829432556523,0.5690091025174921,0.113963720595091,1.55522748026586,1.7700192777397554,0.17048279494909502,0.39014499286349846,0.014770791764188721,6.583322231082497e-10,1.6283554416441688e-09,2.4029640727114957e-11,1.7289124247264595e-24,7.739046504542392e-25,1.849632079338486e-24,2.462763085845896e-07,1.6455050770468192e-06,2.5138140674199378e-24,9.999999984451126e-21,1.7096844528687994e-26,9.999998222913666e-21,9.962723295853599e-17,4.971877668067401e-17,8.326672684688674e-17,0.42,0.68,0.74,0.0,0.8,1.0,0.0,0.0,0.0,0.26,0.12,0.2,0.0,,,0.46,0.56,0.0,0.0
weak,weak,,-10.0,64,8x8,Stage-I only,50,0,0.0,0.25433939011446777,0.4122050907175892,0.017613015354922497,1.4410512535747575,0.6190817710448525,1.3629291305393425,2.226217325980891,2.516078795790572,1.737294880137995,0.21945628367963135,1.698571727898719,2.3312973567848654e-09,4.420571468732875e-09,2.7272591722141514e-10,3.5403161212534914e-09,3.817146206190644e-09,2.57763651587194e-09,2.680454877987721e-24,5.438405500104198e-25,2.5125494450425432e-24,1.0000001983566688e-20,1.4541215767669075e-26,1.0000001090247232e-20,1.0404359071522264e-16,4.637059024186787e-17,1.1102230246251565e-16,0.0,0.0,0.02,0.0,0.28,,,,,,,,,,,0.46,0.56,0.0,0.0
weak,weak,,-10.0,128,16x16,Stage-I + Stage-II,50,0,0.0,0.0456385366070178,0.19191783406052534,0.0044869255457350675,0.8558751342027965,0.38917709057445893,0.8153062496218886,1.387491792285195,1.6535396791925958,1.1945626117286319,0.4543668979517414,1.2089850253981498,2.4085300828478777e-10,9.589155981739116e-10,5.1455156594885334e-11,2.602727593112986e-09,1.6766702123652639e-09,2.1225945128450214e-09,0.039344452884092385,0.19470457252671544,6.352760935818697e-25,1.0000002159014184e-20,1.1847729277471801e-26,9.999998890616891e-21,1.0984911124945253e-16,4.39014659056317e-17,1.1102230246251565e-16,0.0,0.04,0.16,0.0,0.82,,,,,,,,,0.0,0.6,0.46,0.54,-0.05999999999999994,-0.040000000000000036
weak,weak,,-10.0,128,16x16,Stage-I + Stage-II + VP,50,0,0.0,0.19721144276946911,0.36969999855642466,0.0017246968206594405,0.20780229290669425,0.3842440632353248,0.031681595258506806,0.8177297126165011,1.0230556708421286,0.12629549080848743,0.2660761083986105,0.007561139901633114,3.570344608371901e-10,7.600005714732965e-10,1.2384459128986392e-11,1.6871842079498105e-24,7.212237762998036e-25,1.7360675407182024e-24,1.1998573120161709e-07,8.484272417828974e-07,6.264646322717003e-25,1.0000002560067933e-20,1.4689866212989415e-26,1.0000002757284737e-20,9.727502302877096e-17,4.4716695322045075e-17,1.0626019854981767e-16,0.78,0.78,0.82,0.08,0.74,0.96,0.0,0.0,0.04,0.18,0.06,0.26,0.0,0.0,0.6,0.46,0.54,-0.05999999999999994,-0.040000000000000036
weak,weak,,-10.0,128,16x16,Stage-I + VP,50,0,0.0,0.11963018835267816,0.2936799825268515,0.001609264537534873,0.1462479994741494,0.293780014812905,0.029314494594107156,0.6606101036027545,0.841492787928704,0.08514164000675463,0.21100602389102321,0.006782748318427085,2.3344905734470935e-10,7.289623566336427e-10,1.1904557222930138e-11,1.8444963349183142e-24,8.187935942493691e-25,1.849632079338486e-24,6.279856544773827e-25,7.92377292386287e-26,6.264649631863892e-25,9.999997450383752e-21,1.597939477209193e-26,9.999998910280915e-21,8.366214863002409e-17,4.2452489078480757e-17,7.850462293418876e-17,0.84,0.84,0.86,0.1,0.8,0.98,0.0,0.02,0.02,0.14,0.04,0.2,0.0,,,0.46,0.54,-0.05999999999999994,-0.040000000000000036
weak,weak,,-10.0,128,16x16,Stage-I only,50,0,0.0,0.04906314797310952,0.1934782999590369,0.004961657468720926,0.8176895221940924,0.40934031943791277,0.8412518101665001,1.3335628094059244,1.613717689592179,1.1551228283100077,0.4910093932361061,1.2019491744622273,3.946279557861126e-10,1.0970780951671037e-09,7.084439322986799e-11,2.2771486820495596e-09,1.4831928608597985e-09,2.155103904113541e-09,6.311476415655505e-25,7.972181703880209e-26,6.292251956048503e-25,1.0000006050433722e-20,1.8876300178765652e-26,1.0000003306705982e-20,1.0212403643131725e-16,5.452633447432662e-17,1.0626019854981767e-16,0.04,0.06,0.26,0.0,0.7,,,,,,,,,,,0.46,0.54,-0.05999999999999994,-0.040000000000000036
weak,weak,,-10.0,128,32x32,Stage-I + Stage-II,50,0,0.0,0.13914824358893002,0.3100122014113871,0.005370214632820589,0.7253317143471214,0.9123198395325753,0.369924473632062,1.6985680026875434,2.8422975703801465,0.6103773599121834,0.45261383004822864,0.45395608469626664,1.393189665026942e-09,3.906220298415464e-09,6.078465456635623e-11,1.749653577868551e-09,3.0696403277311935e-09,9.05313531179461e-10,0.05870052521986985,0.18803249289687868,6.27017357857066e-25,1.0000001241178325e-20,9.9364449126208e-27,1.0000002164923585e-20,9.324728571452364e-17,3.979877212591394e-17,1.0626019854981767e-16,0.06,0.26,0.7,0.0,0.7,,,,,,,,,0.0,0.42,0.48,0.46,0.0,0.039999999999999925
weak,weak,,-10.0,128,32x32,Stage-I + Stage-II + VP,50,0,0.0,0.3433489027603865,0.449702247622815,0.0022492885685910617,0.4155968023436646,0.6214835558908697,0.02963370238367391,1.4216849901598092,1.7279161984223486,0.24973304742079036,0.37666074939353705,0.005033884263436008,6.876335198826062e-10,1.1460303792332103e-09,1.4375059573990027e-11,1.7194493786801934e-24,8.638141780971123e-25,1.7507848110864987e-24,7.162825617771795e-06,5.064882566783159e-05,6.230001656007595e-25,1.000000433497328e-20,1.3600836559966908e-26,1.0000003405867374e-20,1.0770552984766578e-16,5.1937604890156166e-17,1.1102230246251565e-16,0.62,0.62,0.72,0.22,0.62,1.0,0.0,0.08,0.0,0.28,0.22,0.38,0.0,0.0,0.42,0.48,0.46,0.0,0.039999999999999925
weak,weak,,-10.0,128,32x32,Stage-I + VP,50,0,0.0,0.34559379797495526,0.4601395969283169,0.0022105022096064846,0.40268957041537073,0.5707065415303633,0.02873240013223561,1.0727726356676242,1.40211881627042,0.23205423302906353,0.33399599739758556,0.004858978396749267,6.990041368942182e-10,1.1670155187581972e-09,1.122203407689597e-11,1.7069134577227604e-24,8.357393393625494e-25,1.814007470585546e-24,5.128968005292049e-07,3.626728057030849e-06,6.2814808686675345e-25,1.0000001680874973e-20,1.3354605617880422e-26,9.999998750539962e-21,1.0075087413037624e-16,4.503658929633639e-17,1.1102230246251565e-16,0.62,0.62,0.68,0.22,0.62,1.0,0.0,0.04,0.0,0.32,0.22,0.38,0.0,,,0.48,0.46,0.0,0.039999999999999925
weak,weak,,-10.0,128,32x32,Stage-I only,50,0,0.0,0.2024894542407793,0.348566307834303,0.007875496790231779,0.6472173713599393,0.6326812072286434,0.38218468618786094,1.4718720437935882,1.8623865929670766,0.6610836300994822,0.5340300905818325,0.42561395995237294,1.4103175124672182e-09,3.59935623559199e-09,7.508209757653398e-11,1.6298811805993145e-09,2.5689756199270384e-09,7.680512816057932e-10,6.122492876705054e-25,7.243591160397558e-26,6.029264519702759e-25,9.999999188265271e-21,1.8711977100418972e-26,9.999999359299762e-21,1.012879228004226e-16,4.7233177543381255e-17,1.0626019854981767e-16,0.08,0.28,0.62,0.0,0.56,,,,,,,,,,,0.48,0.46,0.0,0.039999999999999925
weak,weak,,-10.0,128,8x8,Stage-I + Stage-II,50,0,0.0,0.12650411226810093,0.3169816586392524,0.007095790494240783,1.276312863614562,0.7212184642896617,1.1091101848027076,1.8189931696250667,2.7050407885993817,1.5142279334493545,0.3458779773805751,1.6080548042152392,1.95263953424651e-09,4.7696644562173455e-09,7.484594735374056e-11,3.3787847957640884e-09,2.6388466916024306e-09,3.111514605366009e-09,0.08876945359213771,0.2578912613723701,6.427792945645263e-25,9.999999104856716e-21,1.4867259971635142e-26,9.999999682740798e-21,8.798451377426894e-17,4.5300803864457765e-17,8.326672684688674e-17,0.0,0.0,0.04,0.0,0.56,,,,,,,,,0.0,0.34,0.5,0.4,-0.08000000000000007,-0.10000000000000009
weak,weak,,-10.0,128,8x8,Stage-I + Stage-II + VP,50,0,0.0,0.15802395636843275,0.36189911563431165,0.0018795812556278387,0.3754445312622299,0.5461330494762889,0.09504731913437107,1.1038472318894137,1.7013903818406906,0.1705347651634327,0.36795760299001545,0.011605794730212362,5.195196351143243e-10,1.1862774311576404e-09,1.9448342070492578e-11,1.732959832580872e-24,7.572901856160246e-25,1.7052765185096254e-24,2.3148605863102112e-10,1.636853618081413e-09,6.262890356120633e-25,1.0000002481275512e-20,1.5154515181201563e-26,1.0000003447550139e-20,9.084349884095927e-17,4.36759734492951e-17,8.326672684688674e-17,0.52,0.7,0.7,0.18,0.84,1.0,0.0,0.04,0.0,0.3,0.14,0.16,0.0,0.0,0.34,0.5,0.4,-0.08000000000000007,-0.10000000000000009
weak,weak,,-10.0,128,8x8,Stage-I + VP,50,0,0.0,0.13966602501175396,0.3389764032922972,0.0017880831555306472,0.26673009074513626,0.42030422656858274,0.07750388513448375,0.9517431485755018,1.2566619676150028,0.12402036806246126,0.2953388386236276,0.013417046370296632,4.474679579818229e-10,1.1035280597287305e-09,1.927622463413438e-11,1.7213016795942787e-24,7.054880575658383e-25,1.7668585629267794e-24,6.359548990509164e-25,7.065915661911266e-26,6.259138247561507e-25,9.999996891166983e-21,1.77309734807213e-26,9.999997997315262e-21,9.584589828945428e-17,4.5418477313408034e-17,8.348272680195664e-17,0.6,0.78,0.8,0.18,0.82,0.96,0.0,0.0,0.04,0.2,0.1,0.18,0.0,,,0.5,0.4,-0.08000000000000007,-0.10000000000000009
weak,weak,,-10.0,128,8x8,Stage-I only,50,0,0.0,0.13449859535180012,0.3201646587414485,0.011772811567677458,1.2049615737002581,0.38743473167701264,1.0337192128605963,1.6723782714571347,1.8072609780895752,1.6730126543904982,0.29713088423724665,1.698571727898719,2.2423028991307338e-09,4.6102493786848755e-09,2.1873051997241137e-10,3.471203285829317e-09,2.574723948505768e-09,2.9828603054093074e-09,6.303809176101055e-25,6.89887522728332e-26,6.2898762008185445e-25,1.0000001554690501e-20,1.537501662405267e-26,1.0000003503478977e-20,9.577425593610958e-17,4.607152312815463e-17,1.0864125050616666e-16,0.0,0.0,0.02,0.0,0.46,,,,,,,,,,,0.5,0.4,-0.08000000000000007,-0.10000000000000009
